Trial 1,Trial 2,Trial 3,Mean
0.00106458,0.00103055,0.000960812,0.00101865
2.5067e-05,2.643e-05,2.7342e-05,2.62797e-05
3.743e-05,3.7149e-05,3.72e-05,3.72597e-05
0.679722,0.63719,0.636047,0.650986
0.63671,0.636855,0.631092,0.634886
